o;o_label;o_synonym
http://purl.obolibrary.org/obo/UBERON_0001629;carotid body;carotid glomus
http://purl.obolibrary.org/obo/UBERON_0001643;oculomotor nerve;third cranial nerve
http://purl.obolibrary.org/obo/UBERON_0001643;oculomotor nerve;oculomotor nerve tree
http://purl.obolibrary.org/obo/UBERON_0001643;oculomotor nerve;oculomotor nerve or its root
http://purl.obolibrary.org/obo/UBERON_0001643;oculomotor nerve;oculomotor nerve [III]
http://purl.obolibrary.org/obo/UBERON_0001643;oculomotor nerve;oculomotor III nerve
http://purl.obolibrary.org/obo/UBERON_0001643;oculomotor nerve;oculomotor III
http://purl.obolibrary.org/obo/UBERON_0001643;oculomotor nerve;occulomotor
http://purl.obolibrary.org/obo/UBERON_0001643;oculomotor nerve;nervus oculomotorius [III]
http://purl.obolibrary.org/obo/UBERON_0001643;oculomotor nerve;nervus oculomotorius
http://purl.obolibrary.org/obo/UBERON_0001643;oculomotor nerve;nerve III
http://purl.obolibrary.org/obo/UBERON_0001643;oculomotor nerve;cranial nerve III
http://purl.obolibrary.org/obo/UBERON_0001643;oculomotor nerve;CN-III
http://purl.obolibrary.org/obo/UBERON_0001643;oculomotor nerve;3n
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;seventh cranial nerve
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;nervus facialis [vii]
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;nervus facialis
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;nerve VII
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;nerve of face
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;facial VII nerve
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;facial VII
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;facial nerve/root
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;facial nerve tree
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;facial nerve or its root
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;facial nerve [VII]
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;face nerve
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;cranial nerve VII
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;CN-VII
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;branchiomeric cranial nerve
http://purl.obolibrary.org/obo/UBERON_0001647;facial nerve;7n
http://purl.obolibrary.org/obo/UBERON_0001649;glossopharyngeal nerve;ninth cranial nerve
http://purl.obolibrary.org/obo/UBERON_0001649;glossopharyngeal nerve;nervus glossopharyngeus [ix]
http://purl.obolibrary.org/obo/UBERON_0001649;glossopharyngeal nerve;nervus glossopharyngeus
http://purl.obolibrary.org/obo/UBERON_0001649;glossopharyngeal nerve;nerve IX
http://purl.obolibrary.org/obo/UBERON_0001649;glossopharyngeal nerve;glossopharyngeal nerve tree
http://purl.obolibrary.org/obo/UBERON_0001649;glossopharyngeal nerve;glossopharyngeal nerve [IX]
http://purl.obolibrary.org/obo/UBERON_0001649;glossopharyngeal nerve;glossopharyngeal IX nerve
http://purl.obolibrary.org/obo/UBERON_0001649;glossopharyngeal nerve;glossopharyngeal IX
http://purl.obolibrary.org/obo/UBERON_0001649;glossopharyngeal nerve;cranial nerve IX
http://purl.obolibrary.org/obo/UBERON_0001649;glossopharyngeal nerve;CN-IX
http://purl.obolibrary.org/obo/UBERON_0001649;glossopharyngeal nerve;9n
http://purl.obolibrary.org/obo/UBERON_0001650;hypoglossal nerve;twelfth cranial nerve
http://purl.obolibrary.org/obo/UBERON_0001650;hypoglossal nerve;nervus hypoglossus [xii]
http://purl.obolibrary.org/obo/UBERON_0001650;hypoglossal nerve;nervus hypoglossus
http://purl.obolibrary.org/obo/UBERON_0001650;hypoglossal nerve;nervi hypoglossalis
http://purl.obolibrary.org/obo/UBERON_0001650;hypoglossal nerve;nerve XII
http://purl.obolibrary.org/obo/UBERON_0001650;hypoglossal nerve;hypoglossal XII nerve
http://purl.obolibrary.org/obo/UBERON_0001650;hypoglossal nerve;hypoglossal XII
http://purl.obolibrary.org/obo/UBERON_0001650;hypoglossal nerve;hypoglossal nerve/ root
http://purl.obolibrary.org/obo/UBERON_0001650;hypoglossal nerve;hypoglossal nerve tree
http://purl.obolibrary.org/obo/UBERON_0001650;hypoglossal nerve;hypoglossal nerve [XII]
http://purl.obolibrary.org/obo/UBERON_0001650;hypoglossal nerve;cranial nerve XII
http://purl.obolibrary.org/obo/UBERON_0001650;hypoglossal nerve;CN-XII
http://purl.obolibrary.org/obo/UBERON_0001650;hypoglossal nerve;12n
http://purl.obolibrary.org/obo/UBERON_0001715;oculomotor nuclear complex;third cranial nerve nucleus
http://purl.obolibrary.org/obo/UBERON_0001715;oculomotor nuclear complex;OM
http://purl.obolibrary.org/obo/UBERON_0001715;oculomotor nuclear complex;oculomotor nucleus
http://purl.obolibrary.org/obo/UBERON_0001715;oculomotor nuclear complex;oculomotor motornucleus
http://purl.obolibrary.org/obo/UBERON_0001715;oculomotor nuclear complex;oculomotor III nucleus
http://purl.obolibrary.org/obo/UBERON_0001715;oculomotor nuclear complex;oculomotor III nuclear complex
http://purl.obolibrary.org/obo/UBERON_0001715;oculomotor nuclear complex;nucleus of third cranial nerve
http://purl.obolibrary.org/obo/UBERON_0001715;oculomotor nuclear complex;nucleus of oculomotor nuclear complex
http://purl.obolibrary.org/obo/UBERON_0001715;oculomotor nuclear complex;nucleus of oculomotor nerve
http://purl.obolibrary.org/obo/UBERON_0001715;oculomotor nuclear complex;nucleus oculomotorius
http://purl.obolibrary.org/obo/UBERON_0001715;oculomotor nuclear complex;nucleus nervi oculomotorii
http://purl.obolibrary.org/obo/UBERON_0001715;oculomotor nuclear complex;nIII
http://purl.obolibrary.org/obo/UBERON_0001715;oculomotor nuclear complex;motor nucleus III
http://purl.obolibrary.org/obo/UBERON_0001719;nucleus ambiguus;nucleus innominatus
http://purl.obolibrary.org/obo/UBERON_0001719;nucleus ambiguus;ambiguus nucleus
http://purl.obolibrary.org/obo/UBERON_0001719;nucleus ambiguus;ambiguous nucleus
http://purl.obolibrary.org/obo/UBERON_0001719;nucleus ambiguus;Amb
http://purl.obolibrary.org/obo/UBERON_0001723;tongue;glossus
http://purl.obolibrary.org/obo/UBERON_0001736;submandibular gland;submaxillary gland
http://purl.obolibrary.org/obo/UBERON_0001736;submandibular gland;submandibular salivary gland
http://purl.obolibrary.org/obo/UBERON_0001736;submandibular gland;maxillary gland
http://purl.obolibrary.org/obo/UBERON_0001736;submandibular gland;mandibular salivary gland
http://purl.obolibrary.org/obo/UBERON_0001736;submandibular gland;mandibular gland
http://purl.obolibrary.org/obo/UBERON_0001736;submandibular gland;glandula submandibularis
http://purl.obolibrary.org/obo/UBERON_0001737;larynx;
http://purl.obolibrary.org/obo/UBERON_0001759;vagus nerve;vagus X nerve
http://purl.obolibrary.org/obo/UBERON_0001759;vagus nerve;vagus nerve tree
http://purl.obolibrary.org/obo/UBERON_0001759;vagus nerve;vagus nerve or its root
http://purl.obolibrary.org/obo/UBERON_0001759;vagus nerve;vagus nerve [X]
http://purl.obolibrary.org/obo/UBERON_0001759;vagus nerve;vagus
http://purl.obolibrary.org/obo/UBERON_0001759;vagus nerve;vagal nerve
http://purl.obolibrary.org/obo/UBERON_0001759;vagus nerve;tenth cranial nerve
http://purl.obolibrary.org/obo/UBERON_0001759;vagus nerve;pneuomgastric nerve
http://purl.obolibrary.org/obo/UBERON_0001759;vagus nerve;nervus vagus [x]
http://purl.obolibrary.org/obo/UBERON_0001759;vagus nerve;nervus vagus
http://purl.obolibrary.org/obo/UBERON_0001759;vagus nerve;nerve X
http://purl.obolibrary.org/obo/UBERON_0001759;vagus nerve;cranial nerve X
http://purl.obolibrary.org/obo/UBERON_0001759;vagus nerve;CN-X
http://purl.obolibrary.org/obo/UBERON_0001759;vagus nerve;10n
http://purl.obolibrary.org/obo/UBERON_0001780;spinal nerve;vertebral column nerve
http://purl.obolibrary.org/obo/UBERON_0001780;spinal nerve;spine nerve
http://purl.obolibrary.org/obo/UBERON_0001780;spinal nerve;spinal nerves
http://purl.obolibrary.org/obo/UBERON_0001780;spinal nerve;spinal nerve tree
http://purl.obolibrary.org/obo/UBERON_0001780;spinal nerve;spinal column nerve
http://purl.obolibrary.org/obo/UBERON_0001780;spinal nerve;nervi spinales
http://purl.obolibrary.org/obo/UBERON_0001780;spinal nerve;nerve of vertebral column
http://purl.obolibrary.org/obo/UBERON_0001780;spinal nerve;nerve of spine
http://purl.obolibrary.org/obo/UBERON_0001780;spinal nerve;nerve of spinal column
http://purl.obolibrary.org/obo/UBERON_0001780;spinal nerve;nerve of backbone
http://purl.obolibrary.org/obo/UBERON_0001780;spinal nerve;backbone nerve
http://purl.obolibrary.org/obo/UBERON_0001789;outer nuclear layer of retina;stratum nucleare externum retinae
http://purl.obolibrary.org/obo/UBERON_0001789;outer nuclear layer of retina;stratum nucleare externum (retina)
http://purl.obolibrary.org/obo/UBERON_0001789;outer nuclear layer of retina;retinal outer nuclear layers
http://purl.obolibrary.org/obo/UBERON_0001789;outer nuclear layer of retina;retinal outer nuclear layer
http://purl.obolibrary.org/obo/UBERON_0001789;outer nuclear layer of retina;retina, outer nuclear layer
http://purl.obolibrary.org/obo/UBERON_0001789;outer nuclear layer of retina;retina outer nuclear layer
http://purl.obolibrary.org/obo/UBERON_0001789;outer nuclear layer of retina;outer nuclear layer
http://purl.obolibrary.org/obo/UBERON_0001789;outer nuclear layer of retina;ONL
http://purl.obolibrary.org/obo/UBERON_0001789;outer nuclear layer of retina;neural retina outer nuclear layer
http://purl.obolibrary.org/obo/UBERON_0001789;outer nuclear layer of retina;layer of outer granules
http://purl.obolibrary.org/obo/UBERON_0001789;outer nuclear layer of retina;external nuclear layer
http://purl.obolibrary.org/obo/UBERON_0001790;outer plexiform layer of retina;stratum plexiforme externum retinae
http://purl.obolibrary.org/obo/UBERON_0001790;outer plexiform layer of retina;stratum plexiforme externum
http://purl.obolibrary.org/obo/UBERON_0001790;outer plexiform layer of retina;retinal outer plexiform layers
http://purl.obolibrary.org/obo/UBERON_0001790;outer plexiform layer of retina;retinal outer plexiform layer
http://purl.obolibrary.org/obo/UBERON_0001790;outer plexiform layer of retina;retina, outer plexiform layer
http://purl.obolibrary.org/obo/UBERON_0001790;outer plexiform layer of retina;retina outer plexiform layer
http://purl.obolibrary.org/obo/UBERON_0001790;outer plexiform layer of retina;outer plexiform layer
http://purl.obolibrary.org/obo/UBERON_0001790;outer plexiform layer of retina;OPL
http://purl.obolibrary.org/obo/UBERON_0001790;outer plexiform layer of retina;external plexiform layer
http://purl.obolibrary.org/obo/UBERON_0001791;inner nuclear layer of retina;stratum nucleare internum retinae
http://purl.obolibrary.org/obo/UBERON_0001791;inner nuclear layer of retina;stratum nucleare internum
http://purl.obolibrary.org/obo/UBERON_0001791;inner nuclear layer of retina;retinal inner nuclear layer
http://purl.obolibrary.org/obo/UBERON_0001791;inner nuclear layer of retina;retina, inner nuclear layer
http://purl.obolibrary.org/obo/UBERON_0001791;inner nuclear layer of retina;retina inner nuclear layer
http://purl.obolibrary.org/obo/UBERON_0001791;inner nuclear layer of retina;neural retina inner nuclear layer
http://purl.obolibrary.org/obo/UBERON_0001791;inner nuclear layer of retina;layer of inner granules
http://purl.obolibrary.org/obo/UBERON_0001791;inner nuclear layer of retina;intermediate cell layer
http://purl.obolibrary.org/obo/UBERON_0001791;inner nuclear layer of retina;inner nuclear layer
http://purl.obolibrary.org/obo/UBERON_0001791;inner nuclear layer of retina;INL
http://purl.obolibrary.org/obo/UBERON_0001792;ganglionic layer of retina;stratum ganglionicum retinae
http://purl.obolibrary.org/obo/UBERON_0001792;ganglionic layer of retina;stratum ganglionicum (retina)
http://purl.obolibrary.org/obo/UBERON_0001792;ganglionic layer of retina;RGC layer
http://purl.obolibrary.org/obo/UBERON_0001792;ganglionic layer of retina;retinal ganglion layer
http://purl.obolibrary.org/obo/UBERON_0001792;ganglionic layer of retina;retinal ganglion cell layer
http://purl.obolibrary.org/obo/UBERON_0001792;ganglionic layer of retina;retina, ganglion cell layer
http://purl.obolibrary.org/obo/UBERON_0001792;ganglionic layer of retina;retina ganglion layer
http://purl.obolibrary.org/obo/UBERON_0001792;ganglionic layer of retina;retina ganglion cell layer
http://purl.obolibrary.org/obo/UBERON_0001792;ganglionic layer of retina;GCL layer
http://purl.obolibrary.org/obo/UBERON_0001792;ganglionic layer of retina;ganglionic cell layer of retina
http://purl.obolibrary.org/obo/UBERON_0001792;ganglionic layer of retina;ganglion cell layer
http://purl.obolibrary.org/obo/UBERON_0001795;inner plexiform layer of retina;stratum plexiforme internum retinae
http://purl.obolibrary.org/obo/UBERON_0001795;inner plexiform layer of retina;stratum plexiforme internum
http://purl.obolibrary.org/obo/UBERON_0001795;inner plexiform layer of retina;stratum plexifome internum
http://purl.obolibrary.org/obo/UBERON_0001795;inner plexiform layer of retina;retinal internal plexiform layer
http://purl.obolibrary.org/obo/UBERON_0001795;inner plexiform layer of retina;retinal inner plexiform layer
http://purl.obolibrary.org/obo/UBERON_0001795;inner plexiform layer of retina;retina, inner plexiform layer
http://purl.obolibrary.org/obo/UBERON_0001795;inner plexiform layer of retina;retina inner plexiform layer
http://purl.obolibrary.org/obo/UBERON_0001795;inner plexiform layer of retina;internal plexiform layer of retina
http://purl.obolibrary.org/obo/UBERON_0001795;inner plexiform layer of retina;inner plexiform layer
http://purl.obolibrary.org/obo/UBERON_0001795;inner plexiform layer of retina;IPL
http://purl.obolibrary.org/obo/UBERON_0001817;lacrimal gland;tear gland
http://purl.obolibrary.org/obo/UBERON_0001817;lacrimal gland;preorbital gland
http://purl.obolibrary.org/obo/UBERON_0001817;lacrimal gland;lacrimal-preorbital gland
http://purl.obolibrary.org/obo/UBERON_0001817;lacrimal gland;glandula praeorbitalis
http://purl.obolibrary.org/obo/UBERON_0001817;lacrimal gland;glandula lacrimalis
http://purl.obolibrary.org/obo/UBERON_0001826;nasal cavity mucosa;tunica mucosa nasi
http://purl.obolibrary.org/obo/UBERON_0001826;nasal cavity mucosa;tunica mucosa nasalis
http://purl.obolibrary.org/obo/UBERON_0001826;nasal cavity mucosa;nasal mucosa
http://purl.obolibrary.org/obo/UBERON_0001826;nasal cavity mucosa;mucous membrane of nose
http://purl.obolibrary.org/obo/UBERON_0001826;nasal cavity mucosa;mucosa of nose
http://purl.obolibrary.org/obo/UBERON_0001831;parotid gland;parotid
http://purl.obolibrary.org/obo/UBERON_0001831;parotid gland;glandula parotidea
http://purl.obolibrary.org/obo/UBERON_0001832;sublingual gland;sublingual salivary gland
http://purl.obolibrary.org/obo/UBERON_0001832;sublingual gland;Rivinus' gland
http://purl.obolibrary.org/obo/UBERON_0001832;sublingual gland;Rivinus gland
http://purl.obolibrary.org/obo/UBERON_0001832;sublingual gland;glandula sublingualis
http://purl.obolibrary.org/obo/UBERON_0001832;sublingual gland;ductus sublingualis
http://purl.obolibrary.org/obo/UBERON_0001832;sublingual gland;submaxillary gland
http://purl.obolibrary.org/obo/UBERON_0001844;cochlea;lagenas
http://purl.obolibrary.org/obo/UBERON_0001844;cochlea;lagena
http://purl.obolibrary.org/obo/UBERON_0001844;cochlea;cochlear part of bony labyrinth
http://purl.obolibrary.org/obo/UBERON_0001844;cochlea;cochlear organ
http://purl.obolibrary.org/obo/UBERON_0001844;cochlea;cochlear duct
http://purl.obolibrary.org/obo/UBERON_0001844;cochlea;cochleae
http://purl.obolibrary.org/obo/UBERON_0001880;bed nucleus of stria terminalis;stria terminalis nucleus
http://purl.obolibrary.org/obo/UBERON_0001880;bed nucleus of stria terminalis;nucleus striae terminalis
http://purl.obolibrary.org/obo/UBERON_0001880;bed nucleus of stria terminalis;nucleus proprius stria terminalis (bed nucleus)
http://purl.obolibrary.org/obo/UBERON_0001880;bed nucleus of stria terminalis;nucleus of the stria terminalis
http://purl.obolibrary.org/obo/UBERON_0001880;bed nucleus of stria terminalis;nucleus of stria terminalis
http://purl.obolibrary.org/obo/UBERON_0001880;bed nucleus of stria terminalis;nucleus interstitialis striae terminalis
http://purl.obolibrary.org/obo/UBERON_0001880;bed nucleus of stria terminalis;nuclei of stria terminalis
http://purl.obolibrary.org/obo/UBERON_0001880;bed nucleus of stria terminalis;interstitial nucleus of stria terminalis
http://purl.obolibrary.org/obo/UBERON_0001880;bed nucleus of stria terminalis;intercalate nucleus of stria terminalis
http://purl.obolibrary.org/obo/UBERON_0001880;bed nucleus of stria terminalis;bed nucleus striae terminalis
http://purl.obolibrary.org/obo/UBERON_0001880;bed nucleus of stria terminalis;bed nucleus stria terminalis (Johnson)
http://purl.obolibrary.org/obo/UBERON_0001880;bed nucleus of stria terminalis;bed nucleus of the stria terminalis
http://purl.obolibrary.org/obo/UBERON_0001880;bed nucleus of stria terminalis;bed nuclei of the stria terminalis
http://purl.obolibrary.org/obo/UBERON_0001880;bed nucleus of stria terminalis;BST
http://purl.obolibrary.org/obo/UBERON_0001884;phrenic nerve;phrenic
http://purl.obolibrary.org/obo/UBERON_0001884;phrenic nerve;nervus phrenicus
http://purl.obolibrary.org/obo/UBERON_0001884;phrenic nerve;diaphragmatic nerve
http://purl.obolibrary.org/obo/UBERON_0001885;dentate gyrus of hippocampal formation;hippocampal dentate gyrus
http://purl.obolibrary.org/obo/UBERON_0001885;dentate gyrus of hippocampal formation;gyrus dentatus
http://purl.obolibrary.org/obo/UBERON_0001885;dentate gyrus of hippocampal formation;fascia dentata
http://purl.obolibrary.org/obo/UBERON_0001885;dentate gyrus of hippocampal formation;dentate gyrus
http://purl.obolibrary.org/obo/UBERON_0001885;dentate gyrus of hippocampal formation;dentate area (dentate gyrus)
http://purl.obolibrary.org/obo/UBERON_0001885;dentate gyrus of hippocampal formation;dentate area
http://purl.obolibrary.org/obo/UBERON_0001885;dentate gyrus of hippocampal formation;area dentata
http://purl.obolibrary.org/obo/UBERON_0001891;midbrain;mesencephalon
http://purl.obolibrary.org/obo/UBERON_0001891;midbrain;MB
http://purl.obolibrary.org/obo/UBERON_0001894;diencephalon;thalamencephalon
http://purl.obolibrary.org/obo/UBERON_0001894;diencephalon;mature diencephalon
http://purl.obolibrary.org/obo/UBERON_0001894;diencephalon;interbrain
http://purl.obolibrary.org/obo/UBERON_0001894;diencephalon;DiE
http://purl.obolibrary.org/obo/UBERON_0001894;diencephalon;betweenbrain
http://purl.obolibrary.org/obo/UBERON_0001894;diencephalon;between brain
http://purl.obolibrary.org/obo/UBERON_0001894;diencephalon;diencephalon
http://purl.obolibrary.org/obo/UBERON_0001896;medulla oblongata;metepencephalon
http://purl.obolibrary.org/obo/UBERON_0001896;medulla oblongata;medulla oblonzata
http://purl.obolibrary.org/obo/UBERON_0001896;medulla oblongata;bulbus
http://purl.obolibrary.org/obo/UBERON_0001896;medulla oblongata;bulb
http://purl.obolibrary.org/obo/UBERON_0001896;medulla oblongata;medulla
http://purl.obolibrary.org/obo/UBERON_0001898;hypothalamus;preoptico-hypothalamic region
http://purl.obolibrary.org/obo/UBERON_0001898;hypothalamus;preoptico-hypothalamic area
http://purl.obolibrary.org/obo/UBERON_0001898;hypothalamus;Hy
http://purl.obolibrary.org/obo/UBERON_0001898;hypothalamus;hypothalamus
http://purl.obolibrary.org/obo/UBERON_0001926;lateral geniculate body;nucleus geniculatus lateralis
http://purl.obolibrary.org/obo/UBERON_0001926;lateral geniculate body;nucleus corporis geniculati lateralis
http://purl.obolibrary.org/obo/UBERON_0001926;lateral geniculate body;LGN
http://purl.obolibrary.org/obo/UBERON_0001926;lateral geniculate body;LGB
http://purl.obolibrary.org/obo/UBERON_0001926;lateral geniculate body;lateral geniculate nucleus
http://purl.obolibrary.org/obo/UBERON_0001926;lateral geniculate body;lateral geniculate complex
http://purl.obolibrary.org/obo/UBERON_0001926;lateral geniculate body;external geniculate body
http://purl.obolibrary.org/obo/UBERON_0001926;lateral geniculate body;corpus geniculatus lateralis
http://purl.obolibrary.org/obo/UBERON_0001926;lateral geniculate body;corpus geniculatum laterales
http://purl.obolibrary.org/obo/UBERON_0001926;lateral geniculate body;corpus geniculatum laterale
http://purl.obolibrary.org/obo/UBERON_0001926;lateral geniculate body;corpus geniculatum externum
http://purl.obolibrary.org/obo/UBERON_0001930;paraventricular nucleus of hypothalamus;subcommissural nucleus (Ziehen)
http://purl.obolibrary.org/obo/UBERON_0001930;paraventricular nucleus of hypothalamus;parvocellular hypothalamic nucleus
http://purl.obolibrary.org/obo/UBERON_0001930;paraventricular nucleus of hypothalamus;paraventricular nucleus of the hypothalamus
http://purl.obolibrary.org/obo/UBERON_0001930;paraventricular nucleus of hypothalamus;paraventricular nucleus hypothalamus (Malone)
http://purl.obolibrary.org/obo/UBERON_0001930;paraventricular nucleus of hypothalamus;paraventricular nucleus
http://purl.obolibrary.org/obo/UBERON_0001930;paraventricular nucleus of hypothalamus;paraventricular hypothalamic nucleus
http://purl.obolibrary.org/obo/UBERON_0001930;paraventricular nucleus of hypothalamus;Pa
http://purl.obolibrary.org/obo/UBERON_0001930;paraventricular nucleus of hypothalamus;nucleus paraventricularis hypothalami
http://purl.obolibrary.org/obo/UBERON_0001930;paraventricular nucleus of hypothalamus;nucleus hypothalami paraventricularis
http://purl.obolibrary.org/obo/UBERON_0001930;paraventricular nucleus of hypothalamus;nucleus hypothalami filiformis
http://purl.obolibrary.org/obo/UBERON_0001930;paraventricular nucleus of hypothalamus;nucleus filiformis
http://purl.obolibrary.org/obo/UBERON_0001930;paraventricular nucleus of hypothalamus;nuclei paraventricularis hypothalami
http://purl.obolibrary.org/obo/UBERON_0001930;paraventricular nucleus of hypothalamus;nuclei paraventriculares
http://purl.obolibrary.org/obo/UBERON_0001930;paraventricular nucleus of hypothalamus;filiform nucleus
http://purl.obolibrary.org/obo/UBERON_0001931;lateral preoptic nucleus;nucleus preopticus lateralis
http://purl.obolibrary.org/obo/UBERON_0001931;lateral preoptic nucleus;nucleus praeopticus lateralis
http://purl.obolibrary.org/obo/UBERON_0001931;lateral preoptic nucleus;lateral preoptic hypothalamic nucleus
http://purl.obolibrary.org/obo/UBERON_0001931;lateral preoptic nucleus;lateral preoptic area
http://purl.obolibrary.org/obo/UBERON_0001931;lateral preoptic nucleus;area preoptica lateralis
http://purl.obolibrary.org/obo/UBERON_0001931;lateral preoptic nucleus;area praeoptica lateralis
http://purl.obolibrary.org/obo/UBERON_0001931;lateral preoptic nucleus;LPO
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;tectum opticum
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;tectum
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;tectal lobe
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;strata (grisea et alba) colliculi superioris
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;strata (grisea et alba) colliculi cranialis
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;optic tectum
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;optic lobe
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;nates
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;lobus opticus
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;layers of the superior colliculus
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;dorsal midbrain
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;cranial colliculus
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;corpus quadrigeminum superius
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;corpora bigemina
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;colliculus superior
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;colliculus rostralis
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;colliculus cranialis
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;colliculus bigeminalis oralis
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;anterior corpus quadrigeminum
http://purl.obolibrary.org/obo/UBERON_0001945;superior colliculus;anterior colliculus
http://purl.obolibrary.org/obo/UBERON_0001946;inferior colliculus;posterior corpus quadrigeminum
http://purl.obolibrary.org/obo/UBERON_0001946;inferior colliculus;posterior colliculus
http://purl.obolibrary.org/obo/UBERON_0001946;inferior colliculus;inferior colliculi
http://purl.obolibrary.org/obo/UBERON_0001946;inferior colliculus;corpus quadrigeminum inferius
http://purl.obolibrary.org/obo/UBERON_0001946;inferior colliculus;corpus bigeminum posterioris
http://purl.obolibrary.org/obo/UBERON_0001946;inferior colliculus;corpus bigeminalis caudalis
http://purl.obolibrary.org/obo/UBERON_0001946;inferior colliculus;colliculus inferior
http://purl.obolibrary.org/obo/UBERON_0001946;inferior colliculus;colliculus caudalis
http://purl.obolibrary.org/obo/UBERON_0001946;inferior colliculus;caudal colliculus
http://purl.obolibrary.org/obo/UBERON_0001950;neocortex;nucleus hypoglossalis
http://purl.obolibrary.org/obo/UBERON_0001950;neocortex;nonolfactory cortex
http://purl.obolibrary.org/obo/UBERON_0001950;neocortex;neopallium
http://purl.obolibrary.org/obo/UBERON_0001950;neocortex;neopallial cortex
http://purl.obolibrary.org/obo/UBERON_0001950;neocortex;neocortex (isocortex)
http://purl.obolibrary.org/obo/UBERON_0001950;neocortex;isocortex (sensu lato)
http://purl.obolibrary.org/obo/UBERON_0001950;neocortex;isocortex
http://purl.obolibrary.org/obo/UBERON_0001950;neocortex;iso-cortex
http://purl.obolibrary.org/obo/UBERON_0001950;neocortex;homotypical cortex
http://purl.obolibrary.org/obo/UBERON_0001950;neocortex;homogenetic cortex
http://purl.obolibrary.org/obo/UBERON_0001950;neocortex;cerebral neocortex
http://purl.obolibrary.org/obo/UBERON_0001959;white pulp of spleen;white pulp
http://purl.obolibrary.org/obo/UBERON_0001959;white pulp of spleen;splenic white pulp
http://purl.obolibrary.org/obo/UBERON_0001959;white pulp of spleen;spleen white pulp
http://purl.obolibrary.org/obo/UBERON_0001959;white pulp of spleen;pulpa alba
http://purl.obolibrary.org/obo/UBERON_0001959;white pulp of spleen;noduli lymphoidei splenici
http://purl.obolibrary.org/obo/UBERON_0001960;periarterial lymphatic sheath;T cell domain of the splenic white pulp
http://purl.obolibrary.org/obo/UBERON_0001960;periarterial lymphatic sheath;splenic periarteriolar lymphoid sheath
http://purl.obolibrary.org/obo/UBERON_0001960;periarterial lymphatic sheath;spleen periarteriolar lymphatic sheath
http://purl.obolibrary.org/obo/UBERON_0001960;periarterial lymphatic sheath;periarteriolar sheath
http://purl.obolibrary.org/obo/UBERON_0001960;periarterial lymphatic sheath;periarterial lymphoid sheath
http://purl.obolibrary.org/obo/UBERON_0001960;periarterial lymphatic sheath;PALS
http://purl.obolibrary.org/obo/UBERON_0001975;serosa of esophagus;tunica serosa oesophageae
http://purl.obolibrary.org/obo/UBERON_0001975;serosa of esophagus;serous membrane of oesophagus
http://purl.obolibrary.org/obo/UBERON_0001975;serosa of esophagus;serous membrane of gullet
http://purl.obolibrary.org/obo/UBERON_0001975;serosa of esophagus;serous membrane of esophagus
http://purl.obolibrary.org/obo/UBERON_0001975;serosa of esophagus;serous coat of oesophagus
http://purl.obolibrary.org/obo/UBERON_0001975;serosa of esophagus;serosa of oesophagus
http://purl.obolibrary.org/obo/UBERON_0001975;serosa of esophagus;serosa of gullet
http://purl.obolibrary.org/obo/UBERON_0001975;serosa of esophagus;serosa of abdominal part of esophagus
http://purl.obolibrary.org/obo/UBERON_0001975;serosa of esophagus;oesophagus serous membrane
http://purl.obolibrary.org/obo/UBERON_0001975;serosa of esophagus;oesophagus serosa
http://purl.obolibrary.org/obo/UBERON_0001975;serosa of esophagus;gullet serous membrane
